"序號","分類","學測範圍標記","字母","級別","單字或片語","詞性","中文釋義","中文釋義原文","考題出現次數","來源"
"920","高中英文參考詞彙表","學測核心參考","C","第二級","cheer","動詞 / 名詞","向...歡呼; 喝采;鼓勵","[動詞] 向...歡呼; [名詞] 喝采;鼓勵","5","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"921","高中英文參考詞彙表","學測核心參考","C","第三級","cheerful","形容詞","使人感到愉快的","[形容詞] 使人感到愉快的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"922","高中英文參考詞彙表","學測核心參考","C","第一級","cheese","名詞","起司;乳酪","[名詞] 起司;乳酪","6","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"923","高中英文參考詞彙表","進階/分科參考","C","第五級","chef","名詞","(餐館等的)主廚;大師傅","[名詞] (餐館等的)主廚;大師傅","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"924","高中英文參考詞彙表","學測核心參考","C","第二級","chemical","形容詞 / 名詞","化學的; 化學製品;化學藥品","[形容詞] 化學的; [名詞] 化學製品;化學藥品","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"925","高中英文參考詞彙表","進階/分科參考","C","第六級","chemist","名詞","化學家","[名詞] 化學家","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"926","高中英文參考詞彙表","學測核心參考","C","第四級","chemistry","名詞","化學","[名詞] 化學","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"927","高中英文參考詞彙表","學測核心參考","C","第四級","cherish","動詞","撫育;愛護","[動詞] 撫育;愛護","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"928","高中英文參考詞彙表","學測核心參考","C","第三級","cherry","形容詞 / 名詞","櫻桃口味的;;鮮紅色的; 櫻桃","[形容詞] 櫻桃口味的;;鮮紅色的; [名詞] 櫻桃","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"929","高中英文參考詞彙表","學測核心參考","C","第二級","chess","名詞","西洋棋","[名詞] 西洋棋","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"930","高中英文參考詞彙表","學測核心參考","C","第三級","chest","名詞","胸;箱子,盒子","[名詞] 胸;箱子,盒子","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"931","高中英文參考詞彙表","進階/分科參考","C","第六級","chestnut","形容詞 / 名詞","栗色的;紅褐色的; 栗子;栗樹;栗色","[形容詞] 栗色的;紅褐色的; [名詞] 栗子;栗樹;栗色","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"932","高中英文參考詞彙表","學測核心參考","C","第四級","chew","動詞 / 名詞","咀嚼; 咀嚼","[動詞] 咀嚼; [名詞] 咀嚼","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"933","高中英文參考詞彙表","學測核心參考","C","第一級","chicken","名詞","雞;雞肉","[名詞] 雞;雞肉","11","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"934","高中英文參考詞彙表","學測核心參考","C","第二級","chief","形容詞 / 名詞","為首的;主要的; 首領;長官","[形容詞] 為首的;主要的; [名詞] 首領;長官","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"935","高中英文參考詞彙表","學測核心參考","C","第一級","child","名詞","小孩","[名詞] 小孩","53","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"936","高中英文參考詞彙表","學測核心參考","C","第二級","childhood","名詞","幼時","[名詞] 幼時","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"937","高中英文參考詞彙表","學測核心參考","C","第二級","childish","形容詞","幼稚的","[形容詞] 幼稚的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"938","高中英文參考詞彙表","進階/分科參考","C","第六級","chili","名詞","紅番椒","[名詞] 紅番椒","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"939","高中英文參考詞彙表","學測核心參考","C","第三級","chill","形容詞 / 動詞 / 名詞","涼颼颼的; 使變冷;使打寒顫;使掃興,使沮喪; 寒冷,寒氣","[形容詞] 涼颼颼的; [動詞] 使變冷;使打寒顫;使掃興,使沮喪; [名詞] 寒冷,寒氣","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"940","高中英文參考詞彙表","學測核心參考","C","第三級","chilly","形容詞","冷颼颼的","[形容詞] 冷颼颼的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"941","高中英文參考詞彙表","學測核心參考","C","第三級","chimney","名詞","煙囪","[名詞] 煙囪","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"942","高中英文參考詞彙表","進階/分科參考","C","第六級","chimpanzee","名詞","黑猩猩","[名詞] 黑猩猩","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"943","高中英文參考詞彙表","學測核心參考","C","第三級","chin","名詞","下巴","[名詞] 下巴","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"944","高中英文參考詞彙表","學測核心參考","C","第二級","China","名詞","中國","[名詞] 中國","2","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"945","高中英文參考詞彙表","學測核心參考","C","第三級","chip","動詞 / 名詞","削,鑿,鏟; 晶片;屑片;炸洋芋片;籌碼","[動詞] 削,鑿,鏟; [名詞] 晶片;屑片;炸洋芋片;籌碼","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"946","高中英文參考詞彙表","進階/分科參考","C","第六級","chirp","動詞 / 名詞","鳥發啾聲;蟲發唧聲;人嘁喳說話; 啁啾聲;唧唧聲","[動詞] 鳥發啾聲;蟲發唧聲;人嘁喳說話; [名詞] 啁啾聲;唧唧聲","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"947","高中英文參考詞彙表","學測核心參考","C","第一級","chocolate","名詞","巧克力","[名詞] 巧克力","11","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"948","高中英文參考詞彙表","學測核心參考","C","第一級","choice","形容詞 / 名詞","上等的,精選的;挑三揀四的; 選擇","[形容詞] 上等的,精選的;挑三揀四的; [名詞] 選擇","2","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"949","高中英文參考詞彙表","進階/分科參考","C","第五級","choir","名詞","(教堂的)唱詩班;合唱團","[名詞] (教堂的)唱詩班;合唱團","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"950","高中英文參考詞彙表","學測核心參考","C","第四級","choke","動詞 / 名詞","使窒息;哽住; 窒息,噎","[動詞] 使窒息;哽住; [名詞] 窒息,噎","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"951","高中英文參考詞彙表","進階/分科參考","C","第六級","cholesterol","名詞","膽固醇","[名詞] 膽固醇","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"952","高中英文參考詞彙表","學測核心參考","C","第一級","choose","動詞","選擇;挑選","[動詞] 選擇;挑選","12","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"953","高中英文參考詞彙表","學測核心參考","C","第三級","chop","動詞 / 名詞","砍,劈,斬; 肋骨肉","[動詞] 砍,劈,斬; [名詞] 肋骨肉","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"954","高中英文參考詞彙表","學測核心參考","C","第二級","chopstick","名詞","筷子","[名詞] 筷子","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"955","高中英文參考詞彙表","進階/分科參考","C","第五級","chord","名詞","(樂器的)弦;心弦;弦桿;和音","[名詞] (樂器的)弦;心弦;弦桿;和音","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"956","高中英文參考詞彙表","進階/分科參考","C","第五級","chore","名詞","家庭雜務","[名詞] 家庭雜務","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"957","高中英文參考詞彙表","學測核心參考","C","第四級","chorus","名詞","合唱隊","[名詞] 合唱隊","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"958","高中英文參考詞彙表","","C","附　錄","Christian","名詞","基督教徒","[名詞] 基督教徒","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"959","高中英文參考詞彙表","","C","附　錄","Christianity","名詞","基督教","[名詞] 基督教","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"960","高中英文參考詞彙表","進階/分科參考","C","第五級","chronic","形容詞","(病)慢性的;(人)久病的;長期的","[形容詞] (病)慢性的;(人)久病的;長期的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"961","高中英文參考詞彙表","進階/分科參考","C","第五級","chubby","形容詞","圓胖的","[形容詞] 圓胖的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"962","高中英文參考詞彙表","進階/分科參考","C","第五級","chunk","名詞","(肉、木材等的)大塊;厚片","[名詞] (肉、木材等的)大塊;厚片","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"963","高中英文參考詞彙表","學測核心參考","C","第一級","church","名詞","教堂","[名詞] 教堂","12","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"964","高中英文參考詞彙表","進階/分科參考","C","第六級","cigar","名詞","雪茄煙","[名詞] 雪茄煙","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"965","高中英文參考詞彙表","學測核心參考","C","第三級","cigarette","名詞","香煙,紙煙","[名詞] 香煙,紙煙","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"966","高中英文參考詞彙表","學測核心參考","C","第三級","cinema","名詞","電影院;電影;電影業","[名詞] 電影院;電影;電影業","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"967","高中英文參考詞彙表","學測核心參考","C","第一級","circle","動詞 / 名詞","畫圓圈;圈出;盤旋;流傳; 圓圈;集團","[動詞] 畫圓圈;圈出;盤旋;流傳; [名詞] 圓圈;集團","5","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"968","高中英文參考詞彙表","進階/分科參考","C","第五級","circuit","名詞","環道;一圈;巡迴路線;電路","[名詞] 環道;一圈;巡迴路線;電路","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"969","高中英文參考詞彙表","學測核心參考","C","第四級","circular","形容詞","圓形的;環形的","[形容詞] 圓形的;環形的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"970","高中英文參考詞彙表","學測核心參考","C","第四級","circulate","動詞","流通;發行","[動詞] 流通;發行","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"971","高中英文參考詞彙表","學測核心參考","C","第四級","circulation","名詞","發行量","[名詞] 發行量","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"972","高中英文參考詞彙表","學測核心參考","C","第四級","circumstance","名詞","境況;境遇","[名詞] 境況;境遇","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"973","高中英文參考詞彙表","學測核心參考","C","第三級","circus","名詞","馬戲團","[名詞] 馬戲團","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"974","高中英文參考詞彙表","進階/分科參考","C","第五級","cite","動詞","引用;舉出;表揚","[動詞] 引用;舉出;表揚","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"975","高中英文參考詞彙表","學測核心參考","C","第三級","citizen","名詞","市民;公民","[名詞] 市民;公民","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"976","高中英文參考詞彙表","進階/分科參考","C","第五級","citizenship","名詞","公民權；公民身分","[名詞] 公民權；公民身分","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"977","高中英文參考詞彙表","學測核心參考","C","第一級","city","名詞","都市","[名詞] 都市","55","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"978","高中英文參考詞彙表","進階/分科參考","C","第五級","civic","形容詞","城市的;市民的","[形容詞] 城市的;市民的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"979","高中英文參考詞彙表","學測核心參考","C","第三級","civil","形容詞","市民的,國民的","[形容詞] 市民的,國民的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"980","高中英文參考詞彙表","學測核心參考","C","第四級","civilian","形容詞 / 名詞","百姓的;民用的; 平民,百姓","[形容詞] 百姓的;民用的; [名詞] 平民,百姓","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
"981","高中英文參考詞彙表","學測核心參考","C","第四級","civilization","名詞","文明","[名詞] 文明","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=C&MainCategoryID=25"
